"","title","geo_accession","source_name_ch1","source_name_ch2","characteristics_ch1","characteristics_ch2","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch2.1","characteristics_ch2.2","characteristics_ch2.3","reference source:ch2","characteristics_ch1.4","characteristics_ch1.5","characteristics_ch1.6","characteristics_ch2.4","library_source"
"GSM490108","INTI1F","GSM490108","INTESTINE, INFECTED FISH 1  174g, 19.25cm  Tank 23-2","PATHOGEN EXPOSURE REFERENCE  POOL OF ALL RNA  (EXCEPT HKI1,HKI2,HKI3,HKC7,HKN2, HKN3, HKN4,HKN5,HKN7,INTN1, INTN5, INTN8, HKC7,  HKC8, HKI1, HKI2, HKI3, HKI6, INTC3, INTC5, INTC6)","pathogen: Enteromyxum leei","pathogen exposure: REFERENCE","pathogen exposure: INFECTED","fish description: FISH 1 - 174g, 19.25cm - Tank 23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM490109","INTI1R","GSM490109","INTESTINE, INFECTED FISH 1  174g, 19.25cm  Tank 23-2","PATHOGEN EXPOSURE REFERENCE  POOL OF ALL RNA  (EXCEPT HKI1,HKI2,HKI3,HKC7,HKN2, HKN3, HKN4,HKN5,HKN7,INTN1, INTN5, INTN8, HKC7,  HKC8, HKI1, HKI2, HKI3, HKI6, INTC3, INTC5, INTC6)","pathogen: Enteromyxum leei","pathogen exposure: REFERENCE","pathogen exposure: INFECTED","fish description: FISH 1 - 174g, 19.25cm - Tank 23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM490112","INTI5F","GSM490112","INTESTINE, INFECTED FISH 5  203g, 19.25cm  Tank 25-2","PATHOGEN EXPOSURE REFERENCE  POOL OF ALL RNA  (EXCEPT HKI1,HKI2,HKI3,HKC7,HKN2, HKN3, HKN4,HKN5,HKN7,INTN1, INTN5, INTN8, HKC7,  HKC8, HKI1, HKI2, HKI3, HKI6, INTC3, INTC5, INTC6)","pathogen: Enteromyxum leei","pathogen exposure: REFERENCE","pathogen exposure: INFECTED","fish description: FISH 5 - 203g, 19.25cm - Tank 25-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM490113","INTI5R","GSM490113","INTESTINE, INFECTED FISH 5  203g, 19.25cm  Tank 25-2","PATHOGEN EXPOSURE REFERENCE  POOL OF ALL RNA  (EXCEPT HKI1,HKI2,HKI3,HKC7,HKN2, HKN3, HKN4,HKN5,HKN7,INTN1, INTN5, INTN8, HKC7,  HKC8, HKI1, HKI2, HKI3, HKI6, INTC3, INTC5, INTC6)","pathogen: Enteromyxum leei","pathogen exposure: REFERENCE","pathogen exposure: INFECTED","fish description: FISH 5 - 203g, 19.25cm - Tank 25-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM490114","INTI6F","GSM490114","INTESTINE, INFECTED FISH 6  199g, 19cm  Tank 25-4","PATHOGEN EXPOSURE REFERENCE  POOL OF ALL RNA  (EXCEPT HKI1,HKI2,HKI3,HKC7,HKN2, HKN3, HKN4,HKN5,HKN7,INTN1, INTN5, INTN8, HKC7,  HKC8, HKI1, HKI2, HKI3, HKI6, INTC3, INTC5, INTC6)","pathogen: Enteromyxum leei","pathogen exposure: REFERENCE","pathogen exposure: INFECTED","fish description: FISH 6 - 199g, 19cm - Tank 25-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM490115","INTI6R","GSM490115","INTESTINE, INFECTED FISH 6  199g, 19cm  Tank 25-4","PATHOGEN EXPOSURE REFERENCE  POOL OF ALL RNA  (EXCEPT HKI1,HKI2,HKI3,HKC7,HKN2, HKN3, HKN4,HKN5,HKN7,INTN1, INTN5, INTN8, HKC7,  HKC8, HKI1, HKI2, HKI3, HKI6, INTC3, INTC5, INTC6)","pathogen: Enteromyxum leei","pathogen exposure: REFERENCE","pathogen exposure: INFECTED","fish description: FISH 6 - 199g, 19cm - Tank 25-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664667","Spleen, day 1, fish 1","GSM664667","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664668","Spleen, day 1, fish 2","GSM664668","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664669","Spleen, day 1, fish 3","GSM664669","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664670","Spleen, day 1, fish 4","GSM664670","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664671","Spleen, day 3, fish 1","GSM664671","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664672","Spleen, day 3, fish 2","GSM664672","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664673","Spleen, day 3, fish 3","GSM664673","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664674","Spleen, day 3, fish 4","GSM664674","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664675","Spleen, day 5, fish 1","GSM664675","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664676","Spleen, day 5, fish 2","GSM664676","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664677","Spleen, day 5, fish 3","GSM664677","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664678","Spleen, day 5, fish 4","GSM664678","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664679","Spleen, day 10, fish 1","GSM664679","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664680","Spleen, day 10, fish 2","GSM664680","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664681","Spleen, day 10, fish 3","GSM664681","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664682","Spleen, day 10, fish 4","GSM664682","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664683","Spleen, day 15, fish 1","GSM664683","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664684","Spleen, day 15, fish 2","GSM664684","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664685","Spleen, day 15, fish 3","GSM664685","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM664686","Spleen, day 15, fish 4","GSM664686","Spleen of infected salmon","Spleen of control salmon","disease state: challenged with L. salmonis","disease state: none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM714302","Heart, 10 wpi, pool 1","GSM714302","Heart of infected salmon, 10 wpi","Heart of control salmon, 10 wpi","tissue: heart","tissue: heart","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 10","developmental stage: post-smelt","infection: none","time (wpi): 10",NA,NA,NA,NA,NA,NA
"GSM714303","Heart, 10 wpi, pool 2","GSM714303","Heart of infected salmon, 10 wpi","Heart of control salmon, 10 wpi","tissue: heart","tissue: heart","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 10","developmental stage: post-smelt","infection: none","time (wpi): 10",NA,NA,NA,NA,NA,NA
"GSM714304","Kidney, 4 wpi, pool 1","GSM714304","Kidney of infected salmon, 4 wpi","Kidney of control salmon, 4 wpi","tissue: mid-kidney","tissue: mid-kidney","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 4","developmental stage: post-smelt","infection: none","time (wpi): 4",NA,NA,NA,NA,NA,NA
"GSM714305","Kidney, 4 wpi, pool 2","GSM714305","Kidney of infected salmon, 4 wpi","Kidney of control salmon, 4 wpi","tissue: mid-kidney","tissue: mid-kidney","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 4","developmental stage: post-smelt","infection: none","time (wpi): 4",NA,NA,NA,NA,NA,NA
"GSM714306","Liver, 4 wpi, pool 1","GSM714306","Liver of infected salmon, 4 wpi","Liver of control salmon, 4 wpi","tissue: liver","tissue: liver","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 4","developmental stage: post-smelt","infection: none","time (wpi): 4",NA,NA,NA,NA,NA,NA
"GSM714307","Liver, 4 wpi, pool 2","GSM714307","Liver of infected salmon, 4 wpi","Liver of control salmon, 4 wpi","tissue: liver","tissue: liver","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 4","developmental stage: post-smelt","infection: none","time (wpi): 4",NA,NA,NA,NA,NA,NA
"GSM714308","PBL, 4 wpi, pool 1","GSM714308","PBL of infected salmon, 4 wpi","PBL of control salmon, 4 wpi","tissue: peripheral blood leukocytes","tissue: peripheral blood leukocytes","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 4","developmental stage: post-smelt","infection: none","time (wpi): 4",NA,NA,NA,NA,NA,NA
"GSM714309","PBL, 4 wpi, pool 2","GSM714309","PBL of infected salmon, 4 wpi","PBL of control salmon, 4 wpi","tissue: peripheral blood leukocytes","tissue: peripheral blood leukocytes","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 4","developmental stage: post-smelt","infection: none","time (wpi): 4",NA,NA,NA,NA,NA,NA
"GSM714310","RBC, 4 wpi, pool 1","GSM714310","RBC of infected salmon, 4 wpi","RBC of control salmon, 4 wpi","tissue: red blood cells","tissue: red blood cells","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 4","developmental stage: post-smelt","infection: none","time (wpi): 4",NA,NA,NA,NA,NA,NA
"GSM714311","RBC, 4 wpi, pool 2","GSM714311","RBC of infected salmon, 4 wpi","RBC of control salmon, 4 wpi","tissue: red blood cells","tissue: red blood cells","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 4","developmental stage: post-smelt","infection: none","time (wpi): 4",NA,NA,NA,NA,NA,NA
"GSM714312","Spleen, 4 wpi, pool 1","GSM714312","Spleen of infected salmon, 4 wpi","Spleen of control salmon, 4 wpi","tissue: spleen","tissue: spleen","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 4","developmental stage: post-smelt","infection: none","time (wpi): 4",NA,NA,NA,NA,NA,NA
"GSM714313","Spleen, 4 wpi, pool 2","GSM714313","Spleen of infected salmon, 4 wpi","Spleen of control salmon, 4 wpi","tissue: spleen","tissue: spleen","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 4","developmental stage: post-smelt","infection: none","time (wpi): 4",NA,NA,NA,NA,NA,NA
"GSM714314","Heart, 8 wpi, pool 3","GSM714314","Heart of infected salmon, 8 wpi","Heart of control salmon, 8 wpi","tissue: heart","tissue: heart","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 8","developmental stage: post-smelt","infection: none","time (wpi): 8",NA,NA,NA,NA,NA,NA
"GSM714315","Heart, 8 wpi, pool 4","GSM714315","Heart of infected salmon, 8 wpi","Heart of control salmon, 8 wpi","tissue: heart","tissue: heart","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 8","developmental stage: post-smelt","infection: none","time (wpi): 8",NA,NA,NA,NA,NA,NA
"GSM714316","Kidney, 8 wpi, pool 1","GSM714316","Kidney of infected salmon, 8 wpi","Kidney of control salmon, 8 wpi","tissue: mid-kidney","tissue: mid-kidney","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 8","developmental stage: post-smelt","infection: none","time (wpi): 8",NA,NA,NA,NA,NA,NA
"GSM714317","Kidney, 8 wpi, pool 2","GSM714317","Kidney of infected salmon, 8 wpi","Kidney of control salmon, 8 wpi","tissue: mid-kidney","tissue: mid-kidney","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 8","developmental stage: post-smelt","infection: none","time (wpi): 8",NA,NA,NA,NA,NA,NA
"GSM714318","Liver, 8 wpi, pool 1","GSM714318","Liver of infected salmon, 8 wpi","Liver of control salmon, 8 wpi","tissue: liver","tissue: liver","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 8","developmental stage: post-smelt","infection: none","time (wpi): 8",NA,NA,NA,NA,NA,NA
"GSM714319","Liver, 8 wpi, pool 2","GSM714319","Liver of infected salmon, 8 wpi","Liver of control salmon, 8 wpi","tissue: liver","tissue: liver","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 8","developmental stage: post-smelt","infection: none","time (wpi): 8",NA,NA,NA,NA,NA,NA
"GSM714320","PBL, 8 wpi, pool 1","GSM714320","PBL of infected salmon, 8 wpi","PBL of control salmon, 8 wpi","tissue: peripheral blood leukocytes","tissue: peripheral blood leukocytes","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 8","developmental stage: post-smelt","infection: none","time (wpi): 8",NA,NA,NA,NA,NA,NA
"GSM714321","PBL, 8 wpi, pool 2","GSM714321","PBL of infected salmon, 8 wpi","PBL of control salmon, 8 wpi","tissue: peripheral blood leukocytes","tissue: peripheral blood leukocytes","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 8","developmental stage: post-smelt","infection: none","time (wpi): 8",NA,NA,NA,NA,NA,NA
"GSM714322","RBC, 8 wpi, pool 1","GSM714322","RBC of infected salmon, 8 wpi","RBC of control salmon, 8 wpi","tissue: red blood cells","tissue: red blood cells","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 8","developmental stage: post-smelt","infection: none","time (wpi): 8",NA,NA,NA,NA,NA,NA
"GSM714323","RBC, 8 wpi, pool 2","GSM714323","RBC of infected salmon, 8 wpi","RBC of control salmon, 8 wpi","tissue: red blood cells","tissue: red blood cells","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 8","developmental stage: post-smelt","infection: none","time (wpi): 8",NA,NA,NA,NA,NA,NA
"GSM714324","Spleen, 8 wpi, pool 1","GSM714324","Spleen of infected salmon, 8 wpi","Spleen of control salmon, 8 wpi","tissue: spleen","tissue: spleen","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 8","developmental stage: post-smelt","infection: none","time (wpi): 8",NA,NA,NA,NA,NA,NA
"GSM714325","Spleen, 8 wpi, pool 2","GSM714325","Spleen of infected salmon, 8 wpi","Spleen of control salmon, 8 wpi","tissue: spleen","tissue: spleen","developmental stage: post-smolt","infection: piscine myocarditis virus (PMCV)","time (wpi): 8","developmental stage: post-smelt","infection: none","time (wpi): 8",NA,NA,NA,NA,NA,NA
"GSM754685...249","headkidney_lineR3_day3_rep1","GSM754685","Head kidney from infected carps (CyHV-3) at day 3 p.i.",NA,"line: R3",NA,"weight: around 120gr","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM754686...250","headkidney_lineR3_day3_rep2","GSM754686","Head kidney from infected carps (CyHV-3) at day 3 p.i.",NA,"line: R3",NA,"weight: around 120gr","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM754687...251","headkidney_lineR3_day3_rep3","GSM754687","Head kidney from infected carps (CyHV-3) at day 3 p.i.",NA,"line: R3",NA,"weight: around 120gr","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM754688...252","headkidney_lineR3_day3_rep4","GSM754688","Head kidney from infected carps (CyHV-3) at day 3 p.i.",NA,"line: R3",NA,"weight: around 120gr","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM754689...253","headkidney_lineK_day3_rep1","GSM754689","Head kidney from infected carps (CyHV-3) at day 3 p.i.",NA,"line: K",NA,"weight: around 120gr","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM754690...254","headkidney_lineK_day3_rep2","GSM754690","Head kidney from infected carps (CyHV-3) at day 3 p.i.",NA,"line: K",NA,"weight: around 120gr","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM754691...255","headkidney_lineK_day3_rep3","GSM754691","Head kidney from infected carps (CyHV-3) at day 3 p.i.",NA,"line: K",NA,"weight: around 120gr","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM754692...256","headkidney_lineK_day3_rep4","GSM754692","Head kidney from infected carps (CyHV-3) at day 3 p.i.",NA,"line: K",NA,"weight: around 120gr","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM754685...257","headkidney_lineR3_day3_rep1","GSM754685","Head kidney from infected carps (CyHV-3) at day 3 p.i.",NA,"line: R3",NA,"weight: around 120gr","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM754686...258","headkidney_lineR3_day3_rep2","GSM754686","Head kidney from infected carps (CyHV-3) at day 3 p.i.",NA,"line: R3",NA,"weight: around 120gr","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM754687...259","headkidney_lineR3_day3_rep3","GSM754687","Head kidney from infected carps (CyHV-3) at day 3 p.i.",NA,"line: R3",NA,"weight: around 120gr","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM754688...260","headkidney_lineR3_day3_rep4","GSM754688","Head kidney from infected carps (CyHV-3) at day 3 p.i.",NA,"line: R3",NA,"weight: around 120gr","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM754689...261","headkidney_lineK_day3_rep1","GSM754689","Head kidney from infected carps (CyHV-3) at day 3 p.i.",NA,"line: K",NA,"weight: around 120gr","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM754690...262","headkidney_lineK_day3_rep2","GSM754690","Head kidney from infected carps (CyHV-3) at day 3 p.i.",NA,"line: K",NA,"weight: around 120gr","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM754691...263","headkidney_lineK_day3_rep3","GSM754691","Head kidney from infected carps (CyHV-3) at day 3 p.i.",NA,"line: K",NA,"weight: around 120gr","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM754692...264","headkidney_lineK_day3_rep4","GSM754692","Head kidney from infected carps (CyHV-3) at day 3 p.i.",NA,"line: K",NA,"weight: around 120gr","tissue: Head kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM700993","Ssa_H5R_0h_replicate 1","GSM700993","Ssa_H5R_0h",NA,"tissue: Head-kidney",NA,"time: oh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM700994","Ssa_H5R_0h_replicate 2","GSM700994","Ssa_H5R_0h",NA,"tissue: Head-kidney",NA,"time: oh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM700995","Ssa_H5R_0h_replicate 3","GSM700995","Ssa_H5R_0h",NA,"tissue: Head-kidney",NA,"time: oh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM700996","Ssa_H5R_0h_replicate 4","GSM700996","Ssa_H5R_0h",NA,"tissue: Head-kidney",NA,"time: oh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM700997","Ssa_H5R_0h_replicate 5","GSM700997","Ssa_H5R_0h",NA,"tissue: Head-kidney",NA,"time: oh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM700998","Ssa_H5R_0h_replicate 6","GSM700998","Ssa_H5R_0h",NA,"tissue: Head-kidney",NA,"time: oh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM701022","Ssa_H5Rc_63d_replicate 1","GSM701022","Ssa_H5Rc_63d",NA,"tissue: Head-kidney",NA,"time: 63d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM701023","Ssa_H5Rc_63d_replicate 2","GSM701023","Ssa_H5Rc_63d",NA,"tissue: Head-kidney",NA,"time: 63d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM701024","Ssa_H5Rc_63d_replicate 3","GSM701024","Ssa_H5Rc_63d",NA,"tissue: Head-kidney",NA,"time: 63d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM701025","Ssa_H5Rc_63d_replicate 4","GSM701025","Ssa_H5Rc_63d",NA,"tissue: Head-kidney",NA,"time: 63d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM701026","Ssa_H5Rc_63d_replicate 5","GSM701026","Ssa_H5Rc_63d",NA,"tissue: Head-kidney",NA,"time: 63d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM701027","Ssa_H5Rc_63d_replicate 6","GSM701027","Ssa_H5Rc_63d",NA,"tissue: Head-kidney",NA,"time: 63d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM701049","Ssa_Nc_63d_replicate 1","GSM701049","Ssa_Nc_63d",NA,"tissue: Head-kidney",NA,"time: 63d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM701050","Ssa_Nc_63d_replicate 2","GSM701050","Ssa_Nc_63d",NA,"tissue: Head-kidney",NA,"time: 63d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM701051","Ssa_Nc_63d_replicate 3","GSM701051","Ssa_Nc_63d",NA,"tissue: Head-kidney",NA,"time: 63d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM701090","Ssa_H5Rip_63d_replicate 1","GSM701090","Ssa_H5Rip_63d",NA,"tissue: Head-kidney",NA,"time: 63d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM701092","Ssa_H5Rip_63d_replicate 2","GSM701092","Ssa_H5Rip_63d",NA,"tissue: Head-kidney",NA,"time: 63d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM701094","Ssa_H5Rip_63d_replicate 3","GSM701094","Ssa_H5Rip_63d",NA,"tissue: Head-kidney",NA,"time: 63d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM701096","Ssa_H5Rip_63d_replicate 4","GSM701096","Ssa_H5Rip_63d",NA,"tissue: Head-kidney",NA,"time: 63d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM701098","Ssa_H5Rip_63d_replicate 5","GSM701098","Ssa_H5Rip_63d",NA,"tissue: Head-kidney",NA,"time: 63d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM701100","Ssa_H5Rip_63d_replicate 6","GSM701100","Ssa_H5Rip_63d",NA,"tissue: Head-kidney",NA,"time: 63d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM854471","Day 4, rep 1","GSM854471","Liver tissue, Control, Day 4 post infection","Liver tissue, Infected, Day 4 post infection","tissue: liver","tissue: liver","developmental stage: juvenile","condition: control","time post-infection: day 4","developmental stage: juvenile","condition: infected","time post-infection: day 4",NA,NA,NA,NA,NA,NA
"GSM854472","Day 4, rep 2","GSM854472","Liver tissue, Control, Day 4 post infection","Liver tissue, Infected, Day 4 post infection","tissue: liver","tissue: liver","developmental stage: juvenile","condition: control","time post-infection: day 4","developmental stage: juvenile","condition: infected","time post-infection: day 4",NA,NA,NA,NA,NA,NA
"GSM854473","Day 4, rep 3","GSM854473","Liver tissue, Control, Day 4 post infection","Liver tissue, Infected, Day 4 post infection","tissue: liver","tissue: liver","developmental stage: juvenile","condition: control","time post-infection: day 4","developmental stage: juvenile","condition: infected","time post-infection: day 4",NA,NA,NA,NA,NA,NA
"GSM854474","Day 4 swap, rep 1","GSM854474","Liver tissue, Infected, Day 4 post infection","Liver tissue, Control, Day 4 post infection","tissue: liver","tissue: liver","developmental stage: juvenile","condition: infected","time post-infection: day 4","developmental stage: juvenile","condition: control","time post-infection: day 4",NA,NA,NA,NA,NA,NA
"GSM854475","Day 4 swap, rep 2","GSM854475","Liver tissue, Infected, Day 4 post infection","Liver tissue, Control, Day 4 post infection","tissue: liver","tissue: liver","developmental stage: juvenile","condition: infected","time post-infection: day 4","developmental stage: juvenile","condition: control","time post-infection: day 4",NA,NA,NA,NA,NA,NA
"GSM854476","Day 4 swap, rep 3","GSM854476","Liver tissue, Infected, Day 4 post infection","Liver tissue, Control, Day 4 post infection","tissue: liver","tissue: liver","developmental stage: juvenile","condition: infected","time post-infection: day 4","developmental stage: juvenile","condition: control","time post-infection: day 4",NA,NA,NA,NA,NA,NA
"GSM863134","Spleen control","GSM863134","Spleen control",NA,"time point: time 0; non-injected",NA,"tissue: spleen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM863139","Spleen 25 days","GSM863139","Spleen 25 days",NA,"infection agent: 0.1 ml of 2.5x10^6 P. dicentrarchi/mL suspension",NA,"time point: 25 day post-challenging","tissue: spleen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM863140","Liver control","GSM863140","Liver control",NA,"time point: time 0; non-injected",NA,"tissue: liver","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM863145","Liver 25 days","GSM863145","Liver 25 days",NA,"infection agent: 0.1 ml of 2.5x10^6 P. dicentrarchi/mL suspension",NA,"time point: 25 day post-challenging","tissue: liver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM863146","Kidney control","GSM863146","Kidney control",NA,"time point: time 0; non-injected",NA,"tissue: kidney","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM863151","Kidney 25 days","GSM863151","Kidney 25 days",NA,"infection agent: 0.1 ml of 2.5x10^6 P. dicentrarchi/mL suspension",NA,"time point: 25 day post-challenging","tissue: kidney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM868442","Susceptible Infected 8","GSM868442","Pronephros",NA,"genetic line: Susceptible",NA,"treatment: Infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM868444","Susceptible Control 13","GSM868444","Pronephros",NA,"genetic line: Susceptible",NA,"treatment: Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
